COG_ID	category	name	truth	fn04_input	fn04_post	fn04_present	fn04_state	fn06_input	fn06_post	fn06_present	fn06_state	fn08_input	fn08_post	fn08_present	fn08_state
COG0752	J	Glycyl-tRNA synthetase, alpha subunit	1	0	0.8477	1	recovered	0	0.7492	1	recovered	1	0.9725	1	kept
COG0753	P	Catalase	1	1	0.9970	1	kept	0	0.7975	1	recovered	0	0.9754	1	recovered
COG0754	E	Glutathionylspermidine synthase, CHAP domain	1	1	0.7077	1	kept	1	0.6213	1	kept	0	0.2346	0	gap
COG0755	O	ABC-type transport system involved in cytochrome c biogenesis, permease component	1	1	1.0000	1	kept	1	1.0000	1	kept	0	0.9957	1	recovered
COG0756	FV	dUTP pyrophosphatase (dUTPase)	1	1	0.9992	1	kept	0	0.9361	1	recovered	0	0.8944	1	recovered
COG0757	E	3-dehydroquinate dehydratase	0	0	0.8574	1	FP	0	0.9537	1	FP	0	0.2603	0	absent
COG0758	L	Predicted Rossmann fold nucleotide-binding protein DprA/Smf involved in DNA uptake	1	0	0.9963	1	recovered	1	0.9998	1	kept	1	0.9982	1	kept
COG0759	M	Membrane-anchored protein YidD, putatitve component of membrane protein insertase Oxa1/YidC/SpoIIIJ	0	0	0.9033	1	FP	0	0.7765	1	FP	0	0.8392	1	FP
COG0760	O	Peptidyl-prolyl isomerase, parvulin family	1	1	1.0000	1	kept	0	0.9991	1	recovered	1	0.9998	1	kept
COG0761	I	4-Hydroxy-3-methylbut-2-enyl diphosphate reductase IspH	1	1	0.9991	1	kept	1	0.9974	1	kept	0	0.9333	1	recovered
COG0762	O	Cytochrome b6 maturation protein CCB3/Ycf19 and related maturases, YggT family	1	0	0.7704	1	recovered	0	0.9556	1	recovered	1	0.9906	1	kept
COG0763	M	Lipid A disaccharide synthetase	1	0	0.9838	1	recovered	0	0.9587	1	recovered	1	0.9951	1	kept
COG0764	I	3-hydroxymyristoyl/3-hydroxydecanoyl-(acyl carrier protein) dehydratase	1	0	0.9125	1	recovered	1	0.9769	1	kept	0	0.8742	1	recovered
COG0765	E	ABC-type amino acid transport system, permease component	1	0	0.9999	1	recovered	1	0.9999	1	kept	0	0.9920	1	recovered
COG0766	M	UDP-N-acetylglucosamine enolpyruvyl transferase	1	1	0.9992	1	kept	0	0.9416	1	recovered	1	0.9942	1	kept
COG0767	M	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla	1	1	0.9999	1	kept	0	0.9904	1	recovered	0	0.9500	1	recovered
COG0768	DM	Cell division protein FtsI, peptidoglycan transpeptidase (Penicillin-binding protein 2)	1	1	1.0000	1	kept	0	0.9977	1	recovered	1	0.9994	1	kept
COG0769	M	UDP-N-acetylmuramyl tripeptide synthase	1	1	0.9990	1	kept	0	0.9753	1	recovered	0	0.9793	1	recovered
COG0770	M	UDP-N-acetylmuramyl pentapeptide synthase	1	0	0.9814	1	recovered	0	0.8337	1	recovered	0	0.9466	1	recovered
COG0771	M	UDP-N-acetylmuramoylalanine-D-glutamate ligase	1	0	0.9827	1	recovered	0	0.9712	1	recovered	0	0.9805	1	recovered
COG0772	D	Peptodoglycan polymerase FtsW/RodA/SpoVE	1	1	0.9998	1	kept	1	0.9985	1	kept	1	0.9972	1	kept
COG0773	M	UDP-N-acetylmuramate-alanine ligase MurC and related ligases, MurC/Mpl family	1	1	0.9999	1	kept	1	0.9989	1	kept	0	0.9817	1	recovered
COG0774	M	UDP-3-O-acyl-N-acetylglucosamine deacetylase	1	0	0.9977	1	recovered	0	0.9979	1	recovered	0	0.9982	1	recovered
COG0775	FH	Nucleoside phosphorylase/nucleosidase, includes 5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase MtnN and futalosine hydrolase MqnB	1	1	0.9992	1	kept	0	0.8253	1	recovered	1	0.9992	1	kept
COG0776	L	Bacterial nucleoid DNA-binding protein IHF-alpha	1	0	0.9962	1	recovered	1	0.9998	1	kept	0	0.9791	1	recovered
COG0777	I	Acetyl-CoA carboxylase beta subunit	1	1	0.9633	1	kept	0	0.6624	1	recovered	1	0.9718	1	kept
COG0778	C	Nitroreductase	1	1	1.0000	1	kept	0	0.9995	1	recovered	1	0.9997	1	kept
COG0779	J	Ribosome maturation factor RimP	1	0	0.9987	1	recovered	0	0.9939	1	recovered	0	0.9705	1	recovered
COG0780	J	NADPH-dependent 7-cyano-7-deazaguanine reductase QueF, C-terminal domain, T-fold superfamily	1	1	0.9882	1	kept	0	0.5362	1	recovered	0	0.2818	0	gap
COG0781	K	Transcription antitermination protein NusB	1	1	0.9997	1	kept	0	0.9839	1	recovered	0	0.9859	1	recovered
COG0782	K	Transcription elongation factor, GreA/GreB family	1	1	0.9999	1	kept	0	0.9981	1	recovered	0	0.9840	1	recovered
COG0783	PV	DNA-binding ferritin-like protein (oxidative damage protectant)	1	1	0.9987	1	kept	1	0.9937	1	kept	1	0.9981	1	kept
COG0784	T	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	1	1	1.0000	1	kept	0	0.9998	1	recovered	0	0.9877	1	recovered
COG0785	CO	Cytochrome c biogenesis protein CcdA	0	0	0.5395	1	FP	0	0.7797	1	FP	0	0.8099	1	FP
COG0786	E	Na+/glutamate symporter	1	0	0.5107	1	recovered	0	0.6719	1	recovered	0	0.7624	1	recovered
COG0787	M	Alanine racemase	1	1	0.9997	1	kept	1	0.9989	1	kept	0	0.9540	1	recovered
COG0788	F	Formyltetrahydrofolate hydrolase	1	1	0.9989	1	kept	0	0.7478	1	recovered	0	0.9007	1	recovered
COG0789	K	DNA-binding transcriptional regulator, MerR family	1	1	1.0000	1	kept	0	0.9910	1	recovered	0	0.9971	1	recovered
COG0790	R	TPR repeat	1	0	0.8185	1	recovered	1	0.9669	1	kept	0	0.4174	0	gap
COG0791	M	Cell wall-associated hydrolase, NlpC_P60 family	1	1	0.9999	1	kept	0	0.8910	1	recovered	0	0.8546	1	recovered
COG0792	L	Predicted endonuclease distantly related to archaeal Holliday junction resolvase, YraN/UPF0102 family	1	1	0.9980	1	kept	1	0.9982	1	kept	0	0.9489	1	recovered
COG0793	O	C-terminal processing protease CtpA/Prc, contains a PDZ domain	1	0	0.9994	1	recovered	0	0.9990	1	recovered	1	0.9988	1	kept
COG0794	GM	D-arabinose 5-phosphate isomerase GutQ	1	1	0.9760	1	kept	1	0.7004	1	kept	0	0.1963	0	gap
COG0795	MN	Lipopolysaccharide export LptBFGC system, permease protein LptF	1	1	0.9999	1	kept	1	0.9998	1	kept	0	0.9888	1	recovered
COG0796	M	Glutamate racemase	1	1	0.9957	1	kept	1	0.9929	1	kept	0	0.9850	1	recovered
COG0797	M	Peptidoglycan lytic transglycosylase RlpA, contains C-terminal SPOR domain	1	1	0.9998	1	kept	1	0.9998	1	kept	0	0.9772	1	recovered
COG0798	P	Arsenite efflux pump ArsB, ACR3 family	0	0	0.9516	1	FP	0	0.9722	1	FP	0	0.8931	1	FP
COG0799	J	Ribosomal silencing factor RsfS, regulates association of 30S and 50S subunits	1	1	0.9998	1	kept	1	0.9991	1	kept	0	0.9757	1	recovered
COG0800	G	2-keto-3-deoxy-6-phosphogluconate aldolase	1	1	0.9999	1	kept	0	0.9600	1	recovered	1	0.9936	1	kept
COG0801	H	7,8-dihydro-6-hydroxymethylpterin pyrophosphokinase (folate biosynthesis)	1	0	0.9871	1	recovered	0	0.9827	1	recovered	0	0.9585	1	recovered
COG0802	J	tRNA A37 threonylcarbamoyladenosine biosynthesis protein TsaE	1	1	0.9967	1	kept	1	0.9945	1	kept	0	0.9214	1	recovered
COG0803	P	ABC-type Zn uptake system ZnuABC, Zn-binding component ZnuA	1	0	0.9927	1	recovered	0	0.9898	1	recovered	1	0.9990	1	kept
COG0804	E	Urease alpha subunit	0	0	0.2200	0	absent	0	0.0970	0	absent	0	0.1063	0	absent
COG0805	U	Twin-arginine protein secretion pathway component TatC	1	1	1.0000	1	kept	1	0.9993	1	kept	0	0.9847	1	recovered
COG0806	J	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing	1	0	0.9994	1	recovered	0	0.9990	1	recovered	0	0.9908	1	recovered
COG0807	H	GTP cyclohydrolase II	1	0	0.9504	1	recovered	0	0.4591	0	gap	0	0.8411	1	recovered
COG0809	J	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase (queuine synthetase)	1	1	0.9983	1	kept	1	0.9940	1	kept	0	0.7521	1	recovered
COG0810	M	Periplasmic protein TonB, links inner and outer membranes	1	1	0.9999	1	kept	1	0.9995	1	kept	0	0.9818	1	recovered
COG0811	U	Biopolymer transport protein ExbB/TolQ	1	0	1.0000	1	recovered	0	1.0000	1	recovered	0	0.9984	1	recovered
COG0812	M	UDP-N-acetylenolpyruvoylglucosamine reductase	1	1	0.9998	1	kept	0	0.9896	1	recovered	0	0.9901	1	recovered
COG0813	F	Purine-nucleoside phosphorylase	1	1	0.9110	1	kept	1	0.4096	0	gap	1	0.7697	1	kept
COG0814	E	Amino acid permease	1	0	0.0172	0	gap	0	0.0075	0	gap	0	0.2326	0	gap
COG0815	M	Apolipoprotein N-acyltransferase	1	0	0.9917	1	recovered	0	0.9847	1	recovered	0	0.9937	1	recovered
COG0816	JLK	YqgF/RuvX protein, pre-16S rRNA maturation RNase/Holliday junction resolvase/anti-termination factor	1	1	0.9355	1	kept	1	0.3731	0	gap	0	0.1531	0	gap
COG0817	L	Holliday junction resolvasome RuvABC endonuclease subunit RuvC	1	1	0.9991	1	kept	0	0.9883	1	recovered	0	0.9821	1	recovered
COG0818	I	Diacylglycerol kinase	1	0	0.4864	0	gap	1	0.8914	1	kept	1	0.9733	1	kept
COG0819	H	Aminopyrimidine aminohydrolase TenA (thiamine salvage pathway)	0	0	0.5095	1	FP	0	0.4758	0	absent	0	0.1990	0	absent
COG0820	J	Adenine C2-methylase RlmN of 23S rRNA A2503 and tRNA A37	1	0	0.9991	1	recovered	1	0.9998	1	kept	0	0.9912	1	recovered
COG0821	I	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase IspG/GcpE	1	1	0.9876	1	kept	0	0.9048	1	recovered	0	0.8467	1	recovered
COG0822	O	Fe-S cluster assembly scaffold protein IscU, NifU family	1	0	0.2624	0	gap	0	0.8426	1	recovered	0	0.3732	0	gap
COG0823	U	Periplasmic component TolB of the Tol biopolymer transport system	1	1	0.9999	1	kept	0	0.9875	1	recovered	0	0.9739	1	recovered
COG0824	I	Acyl-CoA thioesterase FadM	1	1	1.0000	1	kept	0	0.9929	1	recovered	0	0.9951	1	recovered
COG0825	I	Acetyl-CoA carboxylase alpha subunit	1	0	0.1218	0	gap	0	0.1160	0	gap	0	0.1308	0	gap
COG0826	J	23S rRNA C2501 and tRNA U34 5'-hydroxylation protein RlhA/YrrN/YrrO, U32 peptidase family	1	0	0.9975	1	recovered	0	0.9987	1	recovered	0	0.9789	1	recovered
COG0827	L	Adenine-specific DNA N6-methylase	1	1	0.8913	1	kept	0	0.2394	0	gap	0	0.1841	0	gap
COG0828	J	Ribosomal protein S21	1	1	0.9972	1	kept	0	0.6448	1	recovered	0	0.7052	1	recovered
COG0829	O	Urease accessory protein UreH	0	0	0.1826	0	absent	0	0.1568	0	absent	0	0.0930	0	absent
COG0830	O	Urease accessory protein UreF	0	0	0.1599	0	absent	0	0.1134	0	absent	0	0.0817	0	absent
COG0831	E	Urease gamma subunit	0	0	0.1878	0	absent	0	0.0946	0	absent	0	0.1182	0	absent
COG0832	E	Urease beta subunit	0	0	0.0194	0	absent	0	0.0127	0	absent	0	0.0222	0	absent
COG0833	E	Amino acid permease	1	1	0.9912	1	kept	0	0.6633	1	recovered	0	0.5430	1	recovered
COG0834	ET	ABC-type amino acid transport/signal transduction system, periplasmic component/domain	1	1	1.0000	1	kept	0	0.9999	1	recovered	0	0.9988	1	recovered
COG0835	T	Chemotaxis signal transduction protein CheW	1	0	0.9880	1	recovered	1	0.9982	1	kept	1	0.9775	1	kept
COG0836	M	Mannose-1-phosphate guanylyltransferase	0	0	0.5539	1	FP	0	0.6465	1	FP	0	0.4225	0	absent
COG0837	G	Glucokinase	1	1	0.9233	1	kept	1	0.8757	1	kept	1	0.9749	1	kept
COG0838	C	NADH:ubiquinone oxidoreductase subunit 3 (chain A)	1	0	0.9710	1	recovered	0	0.9041	1	recovered	0	0.7656	1	recovered
COG0839	C	NADH:ubiquinone oxidoreductase subunit 6 (chain J)	1	1	0.9989	1	kept	1	0.9923	1	kept	0	0.7394	1	recovered
COG0840	T	Methyl-accepting chemotaxis protein (MCP)	1	1	1.0000	1	kept	0	0.9956	1	recovered	0	0.9097	1	recovered
COG0841	V	Multidrug efflux pump subunit AcrB	1	0	1.0000	1	recovered	0	1.0000	1	recovered	0	0.9999	1	recovered
COG0842	V	ABC-type multidrug transport system, permease component	1	1	0.9999	1	kept	0	0.9223	1	recovered	0	0.8952	1	recovered
COG0843	C	Heme/copper-type cytochrome/quinol oxidase, subunit 1	1	0	0.9173	1	recovered	0	0.9412	1	recovered	0	0.1585	0	gap
COG0845	MV	Multidrug efflux pump subunit AcrA (membrane-fusion protein)	1	0	1.0000	1	recovered	1	1.0000	1	kept	0	0.9997	1	recovered
COG0846	O	NAD-dependent protein deacetylase, SIR2 family	1	1	0.9987	1	kept	0	0.9377	1	recovered	0	0.7973	1	recovered
COG0847	L	DNA polymerase III, epsilon subunit or related 3'-5' exonuclease	1	0	0.9852	1	recovered	0	0.9745	1	recovered	0	0.9724	1	recovered
COG0848	U	Biopolymer transport protein ExbD	1	0	1.0000	1	recovered	1	1.0000	1	kept	0	0.9993	1	recovered
COG0849	D	Cell division ATPase FtsA	1	0	0.9995	1	recovered	0	0.9991	1	recovered	0	0.9885	1	recovered
COG0850	D	Septum site-determining protein MinC	1	0	0.0250	0	gap	0	0.0187	0	gap	0	0.0253	0	gap
COG0851	D	Septum formation topological specificity factor MinE	1	0	0.0017	0	gap	0	0.0075	0	gap	0	0.0059	0	gap
COG0852	C	NADH:ubiquinone oxidoreductase 27 kD subunit (chain C)	0	0	0.9982	1	FP	1	0.9988	1	FP	0	0.5257	1	FP
COG0853	H	Aspartate 1-decarboxylase	1	1	0.9211	1	kept	0	0.1094	0	gap	0	0.4441	0	gap
COG0854	H	Pyridoxine 5'-phosphate synthase PdxJ	1	0	0.4869	0	gap	0	0.6642	1	recovered	0	0.0462	0	gap
COG0855	P	Polyphosphate kinase	1	0	0.9949	1	recovered	0	0.9817	1	recovered	1	0.9965	1	kept
COG0856	F	Orotate phosphoribosyltransferase homolog	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG0857	R	BioD-like N-terminal domain of phosphotransacetylase	0	0	0.0002	0	absent	0	0.0032	0	absent	0	0.0077	0	absent
COG0858	J	Ribosome-binding factor RbfA	1	1	0.9981	1	kept	0	0.9624	1	recovered	1	0.9918	1	kept
COG0859	M	ADP-heptose:LPS heptosyltransferase	1	0	0.9241	1	recovered	0	0.9185	1	recovered	0	0.8104	1	recovered
COG0860	M	N-acetylmuramoyl-L-alanine amidase	1	0	0.9967	1	recovered	1	0.9971	1	kept	0	0.9868	1	recovered
COG0861	P	Tellurite resistance membrane protein TerC	1	1	0.9997	1	kept	0	0.7858	1	recovered	1	0.9945	1	kept
COG0863	L	DNA modification methylase	0	0	0.7288	1	FP	0	0.3782	0	absent	0	0.1018	0	absent
COG0864	K	Metal-responsive transcriptional regulator, contains CopG/Arc/MetJ DNA-binding domain	1	1	0.9931	1	kept	0	0.8339	1	recovered	0	0.2756	0	gap
COG1001	F	Adenine deaminase	1	0	0.7596	1	recovered	1	0.9723	1	kept	0	0.2775	0	gap
COG1002	V	Type II restriction/modification system, endonuclease and methylase domains	0	0	0.0737	0	absent	0	0.1843	0	absent	0	0.1196	0	absent
COG1003	E	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	0	0	0.0812	0	absent	0	0.5579	1	FP	0	0.0316	0	absent
COG1004	M	UDP-glucose 6-dehydrogenase	1	1	0.9987	1	kept	0	0.9494	1	recovered	0	0.8275	1	recovered
COG1005	C	NADH:ubiquinone oxidoreductase subunit 1 (chain H)	1	1	0.9992	1	kept	0	0.9709	1	recovered	0	0.5153	1	recovered
COG1006	P	Multisubunit Na+/H+ antiporter, MnhC subunit	0	0	0.0634	0	absent	0	0.9614	1	FP	0	0.5826	1	FP
COG1007	C	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	1	1	0.9992	1	kept	0	0.9770	1	recovered	0	0.7355	1	recovered
COG1008	C	NADH:ubiquinone oxidoreductase subunit 4 (chain M)	1	0	0.9856	1	recovered	1	0.9982	1	kept	0	0.7843	1	recovered
COG1009	C	Membrane H+-translocase/NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	1	1	0.9998	1	kept	1	0.9993	1	kept	0	0.8003	1	recovered
COG1010	H	Precorrin-3B methylase	0	0	0.9258	1	FP	0	0.9106	1	FP	0	0.0379	0	absent
COG1011	H	FMN and 5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB, HAD superfamily (riboflavin biosynthesis)	1	0	0.7457	1	recovered	0	0.5172	1	recovered	0	0.5207	1	recovered
COG1012	I	Acyl-CoA reductase or other NAD-dependent aldehyde dehydrogenase	1	1	1.0000	1	kept	1	1.0000	1	kept	0	0.9942	1	recovered
COG1013	C	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, beta subunit	0	0	0.3025	0	absent	0	0.3320	0	absent	0	0.0781	0	absent
COG1014	C	Pyruvate:ferredoxin oxidoreductase or related 2-oxoacid:ferredoxin oxidoreductase, gamma subunit	0	0	0.4477	0	absent	0	0.2214	0	absent	0	0.4092	0	absent
COG1015	G	Phosphopentomutase	1	1	0.9934	1	kept	1	0.9732	1	kept	0	0.5265	1	recovered
COG1017	C	Hemoglobin-like flavoprotein	1	1	0.9847	1	kept	0	0.2518	0	gap	0	0.5030	1	recovered
COG1018	C	Flavodoxin/ferredoxin--NADP reductase	1	1	0.9856	1	kept	0	0.6185	1	recovered	0	0.5374	1	recovered
COG1019	H	Phosphopantetheine adenylyltransferase	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG1020	Q	EntF, seryl-AMP synthase component  of non-ribosomal peptide synthetase	1	1	0.9992	1	kept	0	0.8505	1	recovered	0	0.1167	0	gap
COG1021	Q	EntE, 2,3-dihydroxybenzoate-AMP synthase component of non-ribosomal peptide synthetase	1	0	0.2897	0	gap	0	0.0760	0	gap	0	0.0122	0	gap
COG1022	I	Long-chain acyl-CoA synthetase (AMP-forming)	0	0	0.9643	1	FP	0	0.9585	1	FP	0	0.9692	1	FP
COG1023	G	6-phosphogluconate dehydrogenase (decarboxylating)	0	0	0.0883	0	absent	0	0.0794	0	absent	0	0.0369	0	absent
COG1024	I	Enoyl-CoA hydratase/carnithine racemase	1	1	1.0000	1	kept	0	0.9936	1	recovered	0	0.9432	1	recovered
COG1025	O	Secreted/periplasmic Zn-dependent peptidases, insulinase-like	1	1	0.2975	0	gap	0	0.0625	0	gap	0	0.0126	0	gap
COG1026	O	Zn-dependent peptidase, M16 (insulinase) family	0	0	0.4058	0	absent	0	0.8960	1	FP	0	0.7204	1	FP
COG1027	E	Aspartate ammonia-lyase	1	1	0.9993	1	kept	1	0.9928	1	kept	0	0.9687	1	recovered
COG1028	I	NAD(P)-dependent dehydrogenase, short-chain alcohol dehydrogenase family	1	1	1.0000	1	kept	1	1.0000	1	kept	0	0.9990	1	recovered
COG1029	C	Formylmethanofuran dehydrogenase subunit B	0	0	0.0002	0	absent	0	0.0002	0	absent	0	0.0002	0	absent
COG1030	O	Membrane-bound serine protease NfeD, ClpP class	0	0	0.2352	0	absent	0	0.3379	0	absent	0	0.4202	0	absent
COG1031	R	Radical SAM superfamily enzyme with C-terminal helix-hairpin-helix motif	0	0	0.0008	0	absent	0	0.0008	0	absent	0	0.0021	0	absent
COG1032	R	Radical SAM superfamily enzyme YgiQ, UPF0313 family	1	1	0.9998	1	kept	1	0.9999	1	kept	1	0.9968	1	kept
COG1033	R	Predicted exporter protein, RND superfamily	0	0	0.6800	1	FP	0	0.9442	1	FP	0	0.1355	0	absent
COG1034	C	NADH dehydrogenase/NADH:ubiquinone oxidoreductase 75 kD subunit (chain G)	1	1	0.9998	1	kept	1	0.9989	1	kept	1	0.9844	1	kept
COG1035	C	Coenzyme F420-reducing hydrogenase, beta subunit	0	0	0.0242	0	absent	0	0.1147	0	absent	0	0.1104	0	absent
COG1036	C	Archaeal flavoprotein	0	0	0.0031	0	absent	0	0.0059	0	absent	0	0.0057	0	absent
COG1038	C	Pyruvate carboxylase	0	0	0.2250	0	absent	0	0.6383	1	FP	0	0.1861	0	absent
COG1039	L	Ribonuclease HIII	0	0	0.0001	0	absent	0	0.0016	0	absent	0	0.0113	0	absent
COG1040	R	DNA utilization protein ComFC/GntX, contains phosphoribosyltransferase domain	1	1	0.9994	1	kept	1	0.9960	1	kept	0	0.9781	1	recovered
COG1041	J	tRNA G10 N-methylase Trm11	0	0	0.0078	0	absent	0	0.0062	0	absent	0	0.0166	0	absent
COG1042	C	Acyl-CoA synthetase (NDP forming)	0	0	0.0375	0	absent	0	0.0769	0	absent	0	0.1914	0	absent
COG1043	M	Acyl-[acyl carrier protein]--UDP-N-acetylglucosamine O-acyltransferase	1	1	0.9986	1	kept	0	0.9711	1	recovered	0	0.9496	1	recovered
COG1044	M	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase	1	0	0.9945	1	recovered	1	0.9983	1	kept	1	0.9920	1	kept
COG1045	E	Serine acetyltransferase	1	1	0.9999	1	kept	1	0.9996	1	kept	1	0.9995	1	kept
COG1047	O	Peptidyl-prolyl cis-trans isomerase, FKBP type	1	1	0.9984	1	kept	0	0.9976	1	recovered	0	0.9786	1	recovered
COG1048	C	Aconitase A	1	1	0.9998	1	kept	1	0.9992	1	kept	1	0.9776	1	kept
COG1049	C	Aconitase B	1	0	0.3637	0	gap	0	0.5221	1	recovered	1	0.9307	1	kept
COG1051	F	ADP-ribose pyrophosphatase YjhB, NUDIX family	1	1	1.0000	1	kept	0	0.9990	1	recovered	0	0.9953	1	recovered
COG1052	CHR	Lactate dehydrogenase or related 2-hydroxyacid dehydrogenase	1	1	0.9992	1	kept	0	0.9909	1	recovered	0	0.7082	1	recovered
COG1053	C	Succinate dehydrogenase/fumarate reductase, flavoprotein subunit	1	0	0.9999	1	recovered	0	0.9982	1	recovered	1	0.9995	1	kept
COG1054	J	tRNA U34 5'-hydroxylase TrhO, rhodanese family	1	1	0.4975	0	gap	0	0.0114	0	gap	1	0.8160	1	kept
COG1055	P	Na+/H+ antiporter NhaD or related arsenite permease	1	0	0.9565	1	recovered	1	0.9748	1	kept	0	0.1169	0	gap
COG1056	H	Nicotinamide mononucleotide adenylyltransferase	1	1	0.3490	0	gap	0	0.0200	0	gap	1	0.1287	0	gap
COG1057	H	Nicotinate-nucleotide adenylyltransferase NadD	1	1	0.9982	1	kept	1	0.9982	1	kept	0	0.9291	1	recovered
COG1058	L	ADP-ribose pyrophosphatase domain of DNA damage- and competence-inducible protein CinA	1	1	0.9794	1	kept	1	0.9847	1	kept	0	0.2239	0	gap
COG1059	LV	Thermostable 8-oxoguanine DNA glycosylase	0	0	0.0018	0	absent	0	0.0006	0	absent	0	0.0037	0	absent
COG1060	H	2-iminoacetate synthase ThiH/Menaquinone biosynthesis enzymes MqnC and MqnE	0	0	0.4069	0	absent	1	0.3425	0	absent	0	0.3304	0	absent
COG1061	KL	Superfamily II DNA or RNA helicase	1	1	0.9996	1	kept	1	0.9995	1	kept	0	0.8932	1	recovered
COG1062	C	Zn-dependent alcohol/formaldehyde dehydrogenase	1	1	0.9659	1	kept	0	0.1795	0	gap	0	0.1286	0	gap
COG1063	ER	Threonine dehydrogenase or related Zn-dependent dehydrogenase	1	1	0.9999	1	kept	0	0.9960	1	recovered	0	0.8943	1	recovered
COG1064	G	D-arabinose 1-dehydrogenase, Zn-dependent alcohol dehydrogenase family	1	0	0.9640	1	recovered	1	0.9778	1	kept	0	0.8114	1	recovered
COG1066	L	DNA repair protein RadA/Sms, contains AAA+ ATPase domain	1	0	0.9980	1	recovered	0	0.9553	1	recovered	0	0.9767	1	recovered
COG1067	O	Predicted ATP-dependent protease	1	1	0.5879	1	kept	0	0.1237	0	gap	0	0.0105	0	gap
COG1069	G	Ribulose kinase	1	1	0.9196	1	kept	0	0.3384	0	gap	0	0.0816	0	gap
COG1070	G	Sugar (pentulose or hexulose) kinase	1	0	0.9877	1	recovered	0	0.9673	1	recovered	1	0.8788	1	kept
COG1071	C	TPP-dependent pyruvate or acetoin dehydrogenase subunit alpha	0	0	0.9883	1	FP	0	0.8295	1	FP	0	0.8171	1	FP
COG1072	H	Panthothenate kinase	1	0	0.1393	0	gap	0	0.0259	0	gap	1	0.9208	1	kept
COG1073	T	Fermentation-respiration switch esterase FrsA, DUF1100 family	1	0	0.9925	1	recovered	0	0.9876	1	recovered	0	0.9654	1	recovered
COG1074	L	3-5 helicase subunit RecB of the DNA repair enzyme RecBCD (exonuclease V)	1	1	1.0000	1	kept	1	0.9998	1	kept	0	0.9894	1	recovered
COG1075	I	Triacylglycerol esterase/lipase EstA, alpha/beta hydrolase fold	1	1	0.9991	1	kept	0	0.9848	1	recovered	0	0.7246	1	recovered
COG1076	O	DnaJ domain-containing protein	1	0	0.1944	0	gap	1	0.9953	1	kept	0	0.3411	0	gap
COG1077	DZ	Cell shape-determining ATPase MreB, actin-like superfamily	1	0	0.9964	1	recovered	0	0.9762	1	recovered	0	0.9784	1	recovered
COG1078	R	HD superfamily phosphohydrolase	0	0	0.0511	0	absent	1	0.9325	1	FP	0	0.2664	0	absent
COG1079	F	ABC-type guanosine uptake system NupNOPQ, permease subunit NupQ	0	0	0.9981	1	FP	0	0.9921	1	FP	0	0.9600	1	FP
COG1080	G	Phosphoenolpyruvate-protein kinase (PTS system EI component in bacteria)	1	0	1.0000	1	recovered	0	0.9995	1	recovered	0	0.9776	1	recovered
COG1082	G	Sugar phosphate isomerase/epimerase	1	0	0.9943	1	recovered	1	0.9996	1	kept	0	0.6997	1	recovered
COG1083	M	CMP-N-acetylneuraminic acid synthetase, NeuA/PseF family	1	0	0.2513	0	gap	1	0.8955	1	kept	1	0.8014	1	kept
COG1084	R	GTP-binding protein, GTP1/Obg family	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
COG1085	G	Galactose-1-phosphate uridylyltransferase	1	0	0.6323	1	recovered	0	0.8706	1	recovered	0	0.7007	1	recovered
COG1086	MO	NDP-sugar epimerase, includes UDP-GlcNAc-inverting 4,6-dehydratase FlaA1 and capsular polysaccharide biosynthesis protein EpsC	0	0	0.8437	1	FP	0	0.7122	1	FP	0	0.7451	1	FP
COG1087	M	UDP-glucose 4-epimerase	1	1	0.9994	1	kept	1	0.9984	1	kept	0	0.9673	1	recovered
COG1088	M	dTDP-D-glucose 4,6-dehydratase	1	0	0.9744	1	recovered	1	0.9956	1	kept	1	0.9523	1	kept
COG1089	M	GDP-D-mannose dehydratase	1	0	0.8852	1	recovered	0	0.6817	1	recovered	0	0.4028	0	gap
COG1090	R	NAD dependent epimerase/dehydratase family enzyme	1	1	0.9997	1	kept	0	0.9897	1	recovered	0	0.9581	1	recovered
COG1091	M	dTDP-4-dehydrorhamnose reductase	1	0	0.9356	1	recovered	0	0.8541	1	recovered	0	0.7999	1	recovered
COG1092	J	23S rRNA G2069 N7-methylase RlmK or C1962 C5-methylase RlmI	1	0	0.9358	1	recovered	0	0.7173	1	recovered	0	0.6535	1	recovered
COG1093	J	Translation initiation factor 2, alpha subunit (eIF-2alpha)	0	0	0.0000	0	absent	0	0.0000	0	absent	0	0.0000	0	absent
